timestamp,roll,pitch,yaw
1508966559122883,0.148488,-1.40506,-1.18072
1508966559145958,0.144277,-1.40442,-1.17595
1508966559160466,0.137283,-1.40299,-1.16645
1508966559184425,0.134319,-1.40333,-1.16066
1508966559205517,0.135561,-1.40283,-1.15901
1508966559220551,0.131522,-1.40123,-1.15132
1508966559275598,0.121515,-1.39853,-1.13731
1508966559277641,0.109621,-1.39629,-1.12222
1508966559284612,0.105707,-1.39401,-1.11803
1508966559303994,0.0972497,-1.38858,-1.11696
1508966559319938,0.054957,-1.37941,-1.08968
1508966559341020,-0.0181602,-1.3649,-1.03616
1508966559364032,-0.102439,-1.34204,-0.96909
1508966559411181,-0.182123,-1.31195,-0.906291
1508966559411181,-0.26562,-1.27199,-0.844537
1508966559424217,-0.343797,-1.22479,-0.791876
1508966559439052,-0.413816,-1.171,-0.746075
1508966559461778,-0.470852,-1.11144,-0.706478
1508966559484852,-0.513782,-1.049,-0.672531
1508966559506008,-0.543138,-0.983461,-0.64308
1508966559522943,-0.563978,-0.916077,-0.614179
1508966559545629,-0.570092,-0.846028,-0.588354
1508966559565864,-0.58035,-0.77565,-0.564299
1508966559582870,-0.595699,-0.705002,-0.545489
1508966559604931,-0.61119,-0.633649,-0.533189
1508966559627170,-0.629987,-0.558779,-0.52041
1508966559642716,-0.644059,-0.481499,-0.510182
1508966559664949,-0.648562,-0.403437,-0.502928
1508966559686041,-0.653513,-0.322937,-0.497486
1508966559703071,-0.651595,-0.242364,-0.496433
1508966559725109,-0.644883,-0.161423,-0.499115
1508966559746172,-0.637444,-0.0813466,-0.50541
1508966559763852,-0.633819,0.00129458,-0.511752
1508966559784892,-0.633251,0.082386,-0.519962
1508966559806982,-0.637042,0.162984,-0.52659
1508966559822998,-0.63866,0.240815,-0.532325
1508966559845097,-0.637675,0.314452,-0.536714
1508966559865870,-0.633973,0.381951,-0.536312
1508966559882877,-0.631241,0.446225,-0.532135
1508966559904938,-0.628835,0.505144,-0.528488
1508966559926030,-0.625065,0.55971,-0.52252
1508966559943079,-0.620869,0.607607,-0.513493
1508966559964816,-0.619434,0.648334,-0.505254
1508966559985888,-0.614065,0.684376,-0.498107
1508966560002897,-0.607041,0.715505,-0.490585
1508966560025050,-0.603385,0.737609,-0.480982
1508966560046507,-0.602612,0.754074,-0.477264
1508966560062321,-0.602052,0.765285,-0.474556
1508966560085383,-0.605228,0.769453,-0.471085
1508966560106684,-0.611691,0.768414,-0.470377
1508966560121602,-0.617759,0.762958,-0.470726
1508966560145150,-0.621544,0.756746,-0.471493
1508966560173404,-0.624574,0.750214,-0.472984
1508966560182396,-0.627683,0.742915,-0.475275
1508966560205457,-0.62904,0.736555,-0.476613
1508966560227534,-0.630362,0.731039,-0.478132
1508966560242127,-0.631036,0.726542,-0.480168
1508966560265228,-0.630882,0.722932,-0.481795
1508966560287307,-0.630403,0.721302,-0.482962
1508966560302327,-0.630057,0.720594,-0.484302
1508966560325385,-0.628823,0.719846,-0.484284
1508966560347994,-0.62721,0.719861,-0.484659
1508966560362218,-0.626796,0.719885,-0.485867
1508966560391304,-0.624758,0.720055,-0.486394
1508966560407330,-0.621816,0.71939,-0.485238
1508966560430382,-0.620234,0.718229,-0.484765
1508966560451524,-0.618879,0.717734,-0.485197
1508966560467320,-0.617823,0.716933,-0.48593
1508966560490391,-0.617257,0.714221,-0.486227
1508966560511464,-0.617958,0.709873,-0.48699
1508966560527464,-0.62041,0.704862,-0.489187
1508966560550594,-0.624307,0.697461,-0.492293
1508966560571238,-0.630724,0.689666,-0.49751
1508966560587242,-0.636235,0.679974,-0.502612
1508966560610301,-0.641352,0.669023,-0.507959
1508966560632360,-0.646648,0.654927,-0.513658
1508966560647090,-0.649858,0.638943,-0.518757
1508966560670397,-0.651762,0.620193,-0.524609
1508966560692454,-0.649562,0.596692,-0.528378
1508966560706518,-0.64801,0.567159,-0.529202
1508966560730556,-0.646909,0.529859,-0.527756
1508966560752639,-0.646593,0.484837,-0.52463
1508966560766691,-0.646612,0.431346,-0.521372
1508966560789744,-0.648796,0.372961,-0.521007
1508966560812828,-0.646003,0.305647,-0.51899
1508966560827843,-0.646553,0.232014,-0.516578
1508966560850403,-0.655334,0.154769,-0.517737
1508966560879985,-0.664321,0.0792126,-0.522368
1508966560887005,-0.668477,0.00570107,-0.530697
1508966560910067,-0.667302,-0.0705059,-0.539083
1508966560932122,-0.667927,-0.148945,-0.544564
1508966560953453,-0.657347,-0.224393,-0.546677
1508966560970422,-0.64434,-0.298427,-0.55089
1508966560992481,-0.639892,-0.371254,-0.557903
1508966561013689,-0.634763,-0.444595,-0.567969
1508966561029888,-0.616198,-0.518154,-0.577019
1508966561052462,-0.593283,-0.59471,-0.584079
1508966561073856,-0.57535,-0.670328,-0.59459
1508966561089907,-0.555909,-0.738509,-0.61592
1508966561112982,-0.524064,-0.797713,-0.641586
1508966561134276,-0.49082,-0.853013,-0.662068
1508966561150398,-0.465031,-0.911662,-0.684704
1508966561172996,-0.434837,-0.978098,-0.71746
1508966561194187,-0.392324,-1.04641,-0.757298
1508966561210193,-0.339087,-1.11359,-0.805634
1508966561232266,-0.27084,-1.17725,-0.869456
1508966561253545,-0.189919,-1.23383,-0.949088
1508966561270545,-0.0949847,-1.27641,-1.04283
1508966561292601,-0.00412488,-1.30575,-1.13161
1508966561313701,0.0724838,-1.32429,-1.20735
1508966561329743,0.12653,-1.33555,-1.26045
1508966561352313,0.169645,-1.34185,-1.29827
1508966561373513,0.183756,-1.34482,-1.30973
1508966561390514,0.161758,-1.34574,-1.2867
1508966561412570,0.125024,-1.34494,-1.2438
1508966561433626,0.0946174,-1.34185,-1.20347
1508966561450210,0.0725859,-1.33805,-1.17246
1508966561472793,0.0558338,-1.3352,-1.14952
1508966561493872,0.0365557,-1.33127,-1.12616
1508966561509891,0.0189838,-1.32919,-1.10663
1508966561532960,0.00290762,-1.32754,-1.08846
1508966561561300,-0.00779897,-1.32827,-1.07667
1508966561569279,-0.0118439,-1.33029,-1.07192
1508966561592336,-0.0114944,-1.33196,-1.06976
1508966561615385,-0.00971729,-1.33494,-1.06972
1508966561629422,-0.00431013,-1.33827,-1.07346
1508966561652121,0.00359142,-1.34176,-1.08231
1508966561675522,0.0103733,-1.34506,-1.093
1508966561689535,0.0165937,-1.34759,-1.10406
1508966561712600,0.0189734,-1.35027,-1.11108
1508966561734700,0.0242687,-1.35338,-1.11977
1508966561749704,0.0292085,-1.35638,-1.12797
1508966561772912,0.0298713,-1.35762,-1.13237
1508966561794977,0.0162222,-1.35811,-1.12129
1508966561809134,0.0111363,-1.35932,-1.11838
