timestamp,x,y,z
1508968510016435,0.861816,-0.187988,0.499023
1508968510033505,0.858887,-0.188477,0.490723
1508968510054536,0.859375,-0.183105,0.473145
1508968510079279,0.869629,-0.17627,0.453613
1508968510093316,0.879395,-0.137695,0.424316
1508968510114526,0.882324,-0.0830078,0.402832
1508968510137620,0.883789,-0.17627,0.490234
1508968510167680,0.914063,-0.116211,0.412109
1508968510176865,0.97998,-0.0864258,0.330078
1508968510189764,0.942383,-0.169434,0.362305
1508968510205782,0.822266,-0.233398,0.398926
1508968510229021,1.06689,-0.0078125,0.442871
1508968510250097,0.894043,-0.216309,0.435059
1508968510301537,1.18262,-0.643066,0.732422
1508968510310551,1.00391,-0.413574,0.508301
1508968510321581,0.861328,-0.619141,0.710449
1508968510326597,0.736816,-0.638184,0.691895
1508968510347656,0.710449,-0.700195,0.818359
1508968510378735,0.507324,-0.716797,0.896973
1508968510399790,0.333984,-0.705078,0.806641
1508968510415954,0.382324,-0.695801,0.781738
1508968510439026,0.358887,-0.617676,0.75
1508968510459427,0.157715,-0.596191,0.870605
1508968510476318,0.0917969,-0.641113,0.937988
1508968510498412,0.0253906,-0.631348,0.955078
1508968510519582,-0.117676,-0.524414,0.942871
1508968510536483,0.0708008,-0.551758,0.969727
1508968510558573,0.0615234,-0.565918,0.945313
1508968510579958,-0.112305,-0.55127,0.9375
1508968510595898,-0.217773,-0.506836,0.888184
1508968510618172,-0.121582,-0.599121,0.942383
1508968510640223,-0.142578,-0.563477,0.891602
1508968510656237,-0.228516,-0.461426,0.817871
1508968510678324,-0.280762,-0.385742,0.79834
1508968510699412,-0.167969,-0.546875,0.785645
1508968510716391,-0.260742,-0.552246,0.695801
1508968510738487,-0.408203,-0.418945,0.588867
1508968510761510,-0.406738,-0.40625,0.588379
1508968510776555,-0.414063,-0.44873,0.599609
1508968510798608,-0.399414,-0.382813,0.599121
1508968510819690,-0.497559,-0.286621,0.580566
1508968510835705,-0.467773,-0.308594,0.626465
1508968510858797,-0.417969,-0.363281,0.677246
1508968510879850,-0.518555,-0.335449,0.704102
1508968510895865,-0.582031,-0.299805,0.744629
1508968510918926,-0.562012,-0.295898,0.768555
1508968510939984,-0.538086,-0.33252,0.79248
1508968510956025,-0.546875,-0.370117,0.811035
1508968510978084,-0.612305,-0.366699,0.820801
1508968510999140,-0.614258,-0.330078,0.82373
1508968511015183,-0.568848,-0.371094,0.825684
1508968511038244,-0.54834,-0.383301,0.839355
1508968511061305,-0.610352,-0.375488,0.80957
1508968511075342,-0.617676,-0.346191,0.797363
1508968511098404,-0.550781,-0.363281,0.796875
1508968511121570,-0.534668,-0.427246,0.823242
1508968511136627,-0.535645,-0.387695,0.808594
1508968511158640,-0.563477,-0.364746,0.801758
1508968511180934,-0.547363,-0.383789,0.80957
1508968511195974,-0.54248,-0.387695,0.801758
1508968511218271,-0.53418,-0.385254,0.812988
1508968511241481,-0.557129,-0.358887,0.794434
1508968511255519,-0.526855,-0.359375,0.797363
1508968511284611,-0.496094,-0.397949,0.797363
1508968511300759,-0.49707,-0.411621,0.786621
1508968511323830,-0.486328,-0.375488,0.772461
1508968511344925,-0.438477,-0.369629,0.751953
1508968511360928,-0.397461,-0.40918,0.75293
1508968511383986,-0.479004,-0.441895,0.724121
1508968511405059,-0.416504,-0.404785,0.699219
1508968511422091,-0.334473,-0.414063,0.709473
1508968511443174,-0.246582,-0.439453,0.688965
1508968511464431,-0.181641,-0.469727,0.719727
1508968511480333,-0.233887,-0.533691,0.691406
1508968511503582,-0.271484,-0.51123,0.725098
1508968511525768,-0.262207,-0.450195,0.766113
1508968511540877,-0.0297852,-0.379395,0.77002
1508968511563154,-0.0234375,-0.465332,0.815918
1508968511586210,-0.194336,-0.560547,0.876953
1508968511600227,-0.157715,-0.560059,0.870605
1508968511623288,-0.0654297,-0.547363,0.920898
1508968511646349,0.0214844,-0.606934,0.952637
1508968511667494,-0.046875,-0.583496,1.00244
1508968511683449,0.00537109,-0.489258,0.981934
1508968511706539,0.221191,-0.447266,0.907715
1508968511720547,0.348145,-0.614258,0.990234
1508968511743608,0.329102,-0.549316,0.955078
1508968511765779,0.415527,-0.467773,0.866211
1508968511780906,0.617188,-0.47998,0.877441
1508968511803957,0.590332,-0.392578,0.828125
1508968511826039,0.520996,-0.434082,0.757813
1508968511847126,0.782227,-0.372559,0.687988
1508968511870137,0.887207,-0.404785,0.728516
1508968511886193,0.722168,-0.466309,0.891602
1508968511907346,0.625488,-0.541992,0.900879
1508968511923603,0.653809,-0.54541,0.75
1508968511945797,0.789063,-0.359863,0.557617
1508968511966942,0.900879,-0.185059,0.412109
1508968511983987,0.945801,-0.140625,0.285156
1508968512006043,0.951172,-0.188477,0.25293
1508968512027490,0.921875,-0.163574,0.289063
1508968512043418,0.99707,-0.148438,0.294434
1508968512066451,0.967773,-0.0913086,0.466309
1508968512087750,0.883789,-0.0595703,0.767578
1508968512103792,0.845215,-0.17041,0.594727
1508968512125854,0.890137,-0.0688477,0.54541
1508968512148913,0.883301,-0.129395,0.5
1508968512163986,0.831543,-0.237305,0.39502
1508968512186011,0.84668,-0.26123,0.426758
1508968512207197,0.835938,-0.223633,0.431641
1508968512224112,0.850586,-0.165527,0.473145
1508968512252326,0.856445,-0.117188,0.502441
1508968512267504,0.86084,-0.0444336,0.529785
1508968512283691,0.839355,-0.0888672,0.560547
1508968512305797,0.86377,-0.116211,0.523438
1508968512326929,0.858398,-0.173828,0.494629
1508968512344049,0.863281,-0.216309,0.478516
1508968512366103,0.861816,-0.237793,0.481445
