timestamp,roll,pitch,yaw
1508968585511537,-0.535456,-0.96946,-1.42901
1508968585525569,-0.529881,-0.978957,-1.43141
1508968585549742,-0.528333,-0.97632,-1.43174
1508968585570773,-0.525829,-0.974517,-1.43091
1508968585585991,-0.522641,-0.973319,-1.4305
1508968585610066,-0.51948,-0.971937,-1.43056
1508968585662306,-0.517619,-0.969359,-1.43018
1508968585663272,-0.522153,-0.964766,-1.42747
1508968585674323,-0.531298,-0.956714,-1.42262
1508968585692351,-0.544154,-0.942794,-1.41847
1508968585714441,-0.569491,-0.92052,-1.40909
1508968585737505,-0.607129,-0.889683,-1.38673
1508968585773689,-0.628157,-0.859013,-1.3649
1508968585791611,-0.648767,-0.816925,-1.34265
1508968585797642,-0.684587,-0.767222,-1.31075
1508968585811702,-0.725554,-0.710088,-1.27298
1508968585833724,-0.752868,-0.650695,-1.24539
1508968585857787,-0.765385,-0.590899,-1.22223
1508968585872827,-0.778668,-0.522134,-1.19741
1508968585895887,-0.787993,-0.447511,-1.1684
1508968585917946,-0.778359,-0.366839,-1.14378
1508968585931983,-0.75357,-0.285293,-1.12303
1508968585962142,-0.721626,-0.205917,-1.10304
1508968585978184,-0.688111,-0.124574,-1.08251
1508968585992252,-0.646719,-0.0433877,-1.06614
1508968586015314,-0.597772,0.0348588,-1.05546
1508968586038342,-0.553604,0.106521,-1.0442
1508968586059397,-0.511066,0.17377,-1.03122
1508968586075454,-0.469729,0.236565,-1.0179
1508968586098500,-0.4169,0.29008,-1.00577
1508968586119578,-0.370988,0.332645,-0.990466
1508968586135598,-0.340455,0.360607,-0.976078
1508968586157685,-0.309516,0.380102,-0.962833
1508968586178846,-0.277175,0.394998,-0.951241
1508968586195225,-0.253643,0.404911,-0.945598
1508968586219159,-0.239389,0.407404,-0.942513
1508968586239356,-0.233391,0.406231,-0.941652
1508968586255297,-0.232231,0.406359,-0.944453
1508968586278316,-0.240317,0.404632,-0.953702
1508968586299407,-0.259939,0.399177,-0.964514
1508968586315459,-0.292857,0.390378,-0.978274
1508968586338476,-0.343672,0.369495,-0.990858
1508968586359583,-0.409618,0.349912,-1.00292
1508968586375773,-0.481563,0.337193,-1.01953
1508968586398053,-0.55829,0.346381,-1.03054
1508968586419457,-0.628421,0.372088,-1.0422
1508968586435556,-0.733308,0.405655,-1.05649
1508968586457807,-0.878812,0.428923,-1.13857
1508968586479187,-0.973109,0.402514,-1.19833
1508968586495236,-0.958734,0.370649,-1.19324
1508968586518142,-0.94202,0.355237,-1.19907
1508968586539232,-0.981407,0.357868,-1.21473
1508968586555273,-1.0491,0.359747,-1.22137
1508968586578309,-1.06889,0.352844,-1.21657
1508968586599388,-1.05624,0.349565,-1.20958
1508968586615401,-1.05207,0.347554,-1.20361
1508968586639551,-1.06513,0.345697,-1.19784
1508968586658742,-1.06867,0.344261,-1.19002
1508968586674649,-1.0669,0.341328,-1.18404
1508968586697705,-1.06343,0.335448,-1.17785
1508968586720792,-1.0524,0.325089,-1.16937
1508968586734804,-1.04067,0.311694,-1.16055
1508968586764081,-1.02888,0.297505,-1.1523
1508968586781055,-1.01466,0.278504,-1.14341
1508968586803113,-0.998718,0.251416,-1.13406
1508968586824301,-0.982675,0.215243,-1.12563
1508968586840215,-0.969041,0.173755,-1.11808
1508968586863272,-0.962362,0.132157,-1.11098
1508968586884345,-0.954569,0.0905645,-1.10375
1508968586901374,-0.943876,0.0394043,-1.09537
1508968586923436,-0.926079,-0.0169253,-1.08408
1508968586944622,-0.896025,-0.0766537,-1.0741
1508968586960532,-0.860998,-0.141266,-1.06773
1508968586982589,-0.830208,-0.209081,-1.06676
1508968587011665,-0.800402,-0.2789,-1.07196
1508968587020689,-0.765086,-0.347099,-1.07819
1508968587042749,-0.729538,-0.408813,-1.0875
1508968587063805,-0.693065,-0.460081,-1.10642
1508968587080877,-0.642598,-0.500478,-1.13396
1508968587102908,-0.586488,-0.535758,-1.15177
1508968587123970,-0.556356,-0.581973,-1.14871
1508968587140007,-0.569013,-0.634696,-1.15476
1508968587163068,-0.60242,-0.680051,-1.18465
1508968587184128,-0.631298,-0.708391,-1.21597
1508968587200168,-0.639332,-0.716998,-1.24188
1508968587223229,-0.624503,-0.730633,-1.26347
1508968587245289,-0.597783,-0.758593,-1.27908
1508968587260328,-0.574621,-0.795093,-1.28679
1508968587283391,-0.556886,-0.831434,-1.29595
1508968587305449,-0.539726,-0.865486,-1.30844
1508968587319555,-0.523996,-0.899337,-1.31862
1508968587342650,-0.501641,-0.927664,-1.33017
1508968587365676,-0.472949,-0.949521,-1.34674
1508968587379749,-0.451254,-0.96759,-1.36242
1508968587402806,-0.436023,-0.979206,-1.3767
1508968587425835,-0.43037,-0.982335,-1.38193
1508968587447092,-0.437163,-0.976948,-1.3741
1508968587463065,-0.443019,-0.969564,-1.36506
1508968587485187,-0.443289,-0.964461,-1.36288
1508968587500137,-0.445882,-0.960077,-1.36436
1508968587523412,-0.453603,-0.956151,-1.36791
1508968587545476,-0.466743,-0.952575,-1.37012
1508968587566743,-0.478813,-0.949276,-1.37004
1508968587582987,-0.488669,-0.945809,-1.36675
1508968587605195,-0.492259,-0.943081,-1.36322
1508968587627196,-0.491601,-0.940719,-1.35932
1508968587643239,-0.489045,-0.938761,-1.35726
1508968587665333,-0.487024,-0.937071,-1.35562
1508968587680338,-0.488027,-0.935518,-1.35381
