timestamp,x,y,z
1508969675691015,0.819824,-0.279785,0.537109
1508969675705586,0.857422,-0.23584,0.513184
1508969675727739,0.875488,-0.117676,0.468262
1508969675751289,0.895996,-0.0410156,0.44043
1508969675772376,0.928711,0.000976563,0.431641
1508969675787527,0.95459,0.0415039,0.400879
1508969675810581,1.00195,-0.0795898,0.329102
1508969675840672,0.999023,-0.248047,0.432129
1508969675849732,0.96582,-0.372559,0.456055
1508969675863696,0.904297,-0.389648,0.498047
1508969675885753,0.880371,-0.494629,0.586426
1508969675903893,0.903809,-0.612305,0.655273
1508969675923989,0.776367,-0.60498,0.650879
1508969675977174,0.583008,-0.613281,0.662109
1508969675978134,0.457031,-0.685547,0.771973
1508969675985151,0.34668,-0.734863,0.816406
1508969676005348,0.24707,-0.827637,0.832031
1508969676021251,0.20459,-0.746582,0.900391
1508969676051518,0.0800781,-0.754883,0.864746
1508969676074624,-0.0932617,-0.75293,0.924316
1508969676089620,-0.0991211,-0.720703,0.862793
1508969676111846,-0.0229492,-0.783691,0.910645
1508969676132879,-0.0869141,-0.849609,0.935547
1508969676148880,-0.256836,-0.754395,0.859375
1508969676171838,-0.290527,-0.635742,0.800781
1508969676193048,-0.0883789,-0.71875,0.827637
1508969676208977,-0.190918,-0.707031,0.745117
1508969676232004,-0.419434,-0.59668,0.726074
1508969676253180,-0.294434,-0.546387,0.631836
1508969676269100,-0.363281,-0.603027,0.64209
1508969676291424,-0.365234,-0.621094,0.638184
1508969676312605,-0.425293,-0.571777,0.586914
1508969676329524,-0.41748,-0.519043,0.550781
1508969676351555,-0.39502,-0.482422,0.529297
1508969676372763,-0.461426,-0.538574,0.515137
1508969676389655,-0.414063,-0.518555,0.515625
1508969676411713,-0.498047,-0.458984,0.490723
1508969676432904,-0.541504,-0.427734,0.48877
1508969676448879,-0.617676,-0.382324,0.474609
1508969676471869,-0.632813,-0.359375,0.512695
1508969676493071,-0.712402,-0.344727,0.520996
1508969676509003,-0.785156,-0.302734,0.5
1508969676531363,-0.782227,-0.3125,0.502441
1508969676555280,-0.823242,-0.34375,0.507813
1508969676568316,-0.850098,-0.371582,0.53125
1508969676591377,-0.806152,-0.384277,0.532227
1508969676612581,-0.82959,-0.413574,0.554199
1508969676635692,-0.820801,-0.419434,0.549805
1508969676651732,-0.853516,-0.430664,0.54248
1508969676673883,-0.793457,-0.42334,0.567871
1508969676688829,-0.826172,-0.433105,0.541992
1508969676712008,-0.767578,-0.4375,0.583496
1508969676734061,-0.804688,-0.409668,0.541992
1508969676749103,-0.747559,-0.421387,0.57959
1508969676771162,-0.811035,-0.415039,0.553223
1508969676794223,-0.725098,-0.416016,0.569336
1508969676808279,-0.780273,-0.410645,0.550781
1508969676831344,-0.753906,-0.38916,0.54248
1508969676854405,-0.777344,-0.413574,0.546875
1508969676868422,-0.749023,-0.408691,0.528809
1508969676891491,-0.765137,-0.428223,0.528809
1508969676914566,-0.761719,-0.417969,0.525391
1508969676928603,-0.75,-0.408203,0.53418
1508969676957781,-0.730469,-0.436035,0.550781
1508969676973810,-0.743652,-0.439941,0.547852
1508969676996865,-0.730469,-0.420898,0.544434
1508969677017921,-0.754395,-0.421387,0.552246
1508969677033999,-0.737793,-0.422852,0.555664
1508969677057061,-0.695313,-0.432129,0.570313
1508969677078280,-0.682129,-0.436523,0.572266
1508969677094440,-0.665527,-0.416016,0.559082
1508969677116500,-0.646484,-0.380371,0.57666
1508969677137674,-0.559082,-0.384277,0.606934
1508969677153568,-0.595215,-0.425293,0.618652
1508969677176871,-0.556641,-0.437988,0.626953
1508969677198931,-0.529297,-0.450684,0.629883
1508969677213935,-0.588867,-0.391113,0.644043
1508969677236997,-0.530762,-0.441406,0.582031
1508969677259079,-0.456055,-0.558594,0.594238
1508969677273125,-0.416992,-0.637695,0.624023
1508969677296375,-0.467285,-0.639648,0.689453
1508969677319603,-0.43457,-0.570313,0.654785
1508969677333607,-0.316406,-0.597168,0.624023
1508969677356669,-0.242676,-0.568848,0.69873
1508969677378956,-0.212402,-0.624512,0.705078
1508969677393224,-0.157715,-0.740723,0.787109
1508969677416314,-0.234863,-0.689453,0.712402
1508969677439370,-0.257813,-0.693359,0.715332
1508969677460432,-0.0131836,-0.716797,0.765625
1508969677476445,0.0576172,-0.626465,0.910156
1508969677499536,-0.133789,-0.528809,0.837402
1508969677520561,-0.205566,-0.594238,0.804688
1508969677536604,0.152344,-0.773926,0.847168
1508969677558664,0.465332,-0.91748,0.895996
1508969677579719,0.437988,-0.821289,1.00586
1508969677596765,0.250977,-0.411133,0.932617
1508969677618824,0.362793,-0.289063,0.712402
1508969677639879,0.833984,-0.430176,0.681641
1508969677657928,1.11572,-0.561523,0.688965
1508969677679149,1.01514,-0.516113,0.677734
1508969677700256,0.995605,-0.223633,0.567383
1508969677716282,1.04297,0.0405273,0.407227
1508969677739408,1.05713,0.134766,0.28125
1508969677760665,1.00391,0.14502,0.299805
1508969677776789,0.961426,0.00634766,0.328613
1508969677798899,0.916992,-0.26416,0.440918
1508969677819903,0.879395,-0.352051,0.485352
1508969677837125,0.845215,-0.294922,0.529297
1508969677859359,0.852539,-0.196289,0.552734
1508969677880551,0.825195,-0.0610352,0.555664
1508969677896483,0.821777,-0.0429688,0.530273
1508969677919515,0.841797,-0.0878906,0.483887
1508969677940581,0.859863,-0.148926,0.442871
1508969677956805,0.863281,-0.203125,0.446289
1508969677978958,0.875977,-0.209473,0.442383
1508969678000350,0.883301,-0.181152,0.450684
