timestamp,x,y,z
1508969059509089,0.814453,-0.200684,0.54834
1508969059532522,0.833496,-0.179199,0.547363
1508969059554401,0.843262,-0.173828,0.528809
1508969059569161,0.868164,-0.142578,0.504395
1508969059593221,0.912598,-0.078125,0.453613
1508969059614398,0.990723,0.059082,0.370117
1508969059629461,1.00391,0.100098,0.302734
1508969059668540,1.00781,-0.101563,0.303223
1508969059676587,1.02783,-0.311035,0.384766
1508969059690595,0.98291,-0.485352,0.508301
1508969059712654,0.922363,-0.631348,0.657227
1508969059734742,0.830078,-0.606445,0.748535
1508969059750756,0.698242,-0.524414,0.782227
1508969059803897,0.566895,-0.458984,0.817871
1508969059804899,0.460938,-0.444336,0.819336
1508969059811918,0.369141,-0.58252,0.856934
1508969059831973,0.263184,-0.764648,0.885254
1508969059855036,0.166504,-0.76709,0.869141
1508969059879101,0.10498,-0.722168,0.831055
1508969059893301,0.11084,-0.676758,0.82666
1508969059916363,0.0493164,-0.689941,0.85498
1508969059938446,0.0131836,-0.696289,0.789551
1508969059960603,-0.11084,-0.65918,0.79248
1508969059976640,-0.0966797,-0.592773,0.885254
1508969059998733,0.0195313,-0.638184,0.928711
1508969060027881,0.000488281,-0.643066,0.952637
1508969060036801,-0.0791016,-0.57959,0.869629
1508969060058859,-0.0615234,-0.472656,0.880859
1508969060080195,-0.0786133,-0.557617,0.873047
1508969060102218,-0.130859,-0.625977,0.833496
1508969060119297,-0.15332,-0.53125,0.788086
1508969060140319,-0.121094,-0.452637,0.793945
1508969060156358,-0.124512,-0.494629,0.774902
1508969060178543,-0.118652,-0.473633,0.78125
1508969060199885,-0.189941,-0.472168,0.731445
1508969060216861,-0.143555,-0.481445,0.714355
1508969060238938,-0.191406,-0.496094,0.677246
1508969060260233,-0.271484,-0.515137,0.680664
1508969060276154,-0.23584,-0.510254,0.675293
1508969060299194,-0.344727,-0.486816,0.669434
1508969060320389,-0.40332,-0.470215,0.696289
1508969060336292,-0.479004,-0.484375,0.730469
1508969060359354,-0.533203,-0.475098,0.786621
1508969060379434,-0.595703,-0.458008,0.819336
1508969060396452,-0.640625,-0.447754,0.838867
1508969060418523,-0.629883,-0.491211,0.842773
1508969060439565,-0.562012,-0.535156,0.852051
1508969060456612,-0.569336,-0.537109,0.866211
1508969060478669,-0.534668,-0.520996,0.836426
1508969060507881,-0.513672,-0.510254,0.804199
1508969060515901,-0.435547,-0.54834,0.812988
1508969060538965,-0.410156,-0.577148,0.806152
1508969060560021,-0.428711,-0.537109,0.790039
1508969060584137,-0.427734,-0.498047,0.760254
1508969060599123,-0.365234,-0.497559,0.744629
1508969060621189,-0.345703,-0.526367,0.738281
1508969060644244,-0.337891,-0.506348,0.762695
1508969060659283,-0.263184,-0.449219,0.756348
1508969060681342,-0.274902,-0.452637,0.731445
1508969060703515,-0.311523,-0.560059,0.771973
1508969060718442,-0.158691,-0.534668,0.732422
1508969060741750,-0.103027,-0.497559,0.773438
1508969060755753,-0.180176,-0.493164,0.720215
1508969060792887,-0.100098,-0.5,0.78418
1508969060807027,0.0751953,-0.544434,0.800293
1508969060830307,0.0478516,-0.612305,0.870605
1508969060845352,-0.00537109,-0.576172,0.890137
1508969060861241,0.0214844,-0.497559,0.852539
1508969060884302,0.0571289,-0.549316,0.870605
1508969060907458,0.00488281,-0.568359,0.913574
1508969060921400,-0.03125,-0.605957,0.979004
1508969060943494,0.0327148,-0.618164,0.96582
1508969060964771,-0.0180664,-0.604492,0.919434
1508969060981668,-0.121094,-0.528809,0.907227
1508969061003730,-0.105469,-0.44873,0.864258
1508969061025071,0.0883789,-0.532715,0.894043
1508969061040976,0.273926,-0.583008,0.921387
1508969061063507,0.138184,-0.510254,0.911133
1508969061084522,0.00634766,-0.412109,0.878418
1508969061100562,0.12207,-0.416504,0.842285
1508969061123797,0.537598,-0.479492,0.857422
1508969061145997,0.635254,-0.520508,0.92334
1508969061160899,0.466309,-0.452637,0.836426
1508969061184323,0.4375,-0.381348,0.727051
1508969061206382,0.647461,-0.391602,0.603027
1508969061220454,0.977051,-0.267578,0.662109
1508969061243515,1.15186,-0.250488,0.520996
1508969061266541,1.33203,-0.0332031,0.317383
1508969061280764,1.29492,0.195801,0.47168
1508969061304034,1.06104,0.186523,0.807617
1508969061326093,0.687988,-0.174805,0.550781
1508969061340262,0.776855,0.0957031,0.414551
1508969061363462,0.938965,-0.139648,0.456543
