timestamp,roll,pitch,yaw
1508971985016233,-0.40696,-1.01591,0.352388
1508971985040649,-0.401359,-1.01783,0.351371
1508971985054292,-0.391699,-1.01895,0.349803
1508971985076135,-0.3834,-1.02078,0.351021
1508971985100325,-0.372325,-1.0244,0.349554
1508971985114375,-0.356777,-1.02983,0.349074
1508971985165525,-0.35332,-1.03418,0.350634
1508971985176527,-0.376533,-1.03241,0.365697
1508971985178565,-0.403187,-1.02037,0.389912
1508971985190592,-0.417287,-1.00067,0.409012
1508971985205607,-0.427068,-0.973757,0.423907
1508971985226689,-0.439759,-0.940624,0.443753
1508971985250725,-0.458912,-0.907972,0.471783
1508971985288827,-0.488008,-0.869067,0.505105
1508971985288827,-0.513589,-0.821797,0.540394
1508971985308880,-0.532525,-0.763459,0.576738
1508971985323923,-0.555928,-0.69465,0.6137
1508971985345978,-0.587231,-0.614288,0.64976
1508971985377087,-0.615378,-0.523512,0.680775
1508971985383103,-0.632761,-0.42507,0.703957
1508971985409170,-0.646992,-0.322945,0.721991
1508971985428253,-0.654008,-0.219348,0.735342
1508971985445351,-0.647353,-0.115486,0.750278
1508971985466551,-0.637325,-0.0194685,0.765325
1508971985489622,-0.628452,0.0648013,0.777411
1508971985504644,-0.626422,0.135191,0.791835
1508971985525818,-0.633752,0.193528,0.809062
1508971985548894,-0.641483,0.241553,0.827469
1508971985564795,-0.646,0.277968,0.843366
1508971985593100,-0.652976,0.296734,0.857512
1508971985608247,-0.662494,0.30233,0.871471
1508971985625155,-0.683291,0.298668,0.881085
1508971985646364,-0.700299,0.289071,0.886515
1508971985668630,-0.715161,0.272035,0.889961
1508971985684632,-0.727087,0.251021,0.890743
1508971985705686,-0.740988,0.232313,0.888464
1508971985728859,-0.748516,0.215861,0.884536
1508971985744789,-0.752231,0.202417,0.879598
1508971985765957,-0.746709,0.192527,0.875349
1508971985789876,-0.733463,0.186905,0.869531
1508971985804916,-0.714996,0.185544,0.860979
1508971985826092,-0.688224,0.188879,0.847272
1508971985848219,-0.653284,0.197436,0.830103
1508971985866266,-0.608802,0.210832,0.81067
1508971985886319,-0.557609,0.232352,0.794139
1508971985908377,-0.494558,0.260953,0.788968
1508971985926425,-0.417144,0.298939,0.79064
1508971985946483,-0.326521,0.344155,0.789074
1508971985968781,-0.237522,0.39599,0.788177
1508971985986734,-0.153546,0.454107,0.796226
1508971986012992,-0.0843217,0.515469,0.815894
1508971986028032,-0.0199974,0.574774,0.841997
1508971986046084,0.0437955,0.625005,0.874051
1508971986066132,0.0853875,0.660174,0.901227
1508971986088490,0.110093,0.678767,0.921258
1508971986106470,0.117789,0.687244,0.932334
1508971986125561,0.123728,0.690063,0.937149
1508971986149587,0.121953,0.687002,0.938622
1508971986166629,0.110163,0.681115,0.936023
1508971986185873,0.0924987,0.675345,0.930701
1508971986208911,0.0727591,0.67078,0.923612
1508971986225937,0.0576747,0.668043,0.918139
1508971986246107,0.041042,0.666587,0.913965
1508971986269180,0.0200823,0.665615,0.90823
1508971986285072,0.00455857,0.665202,0.902629
1508971986308284,-0.00939983,0.664893,0.896595
1508971986330377,-0.0244344,0.665165,0.890956
1508971986344607,-0.0353485,0.665673,0.888464
1508971986375653,-0.0428554,0.666439,0.889325
1508971986390707,-0.0508514,0.666103,0.89266
1508971986404880,-0.0596657,0.66498,0.894175
1508971986428942,-0.0673078,0.664239,0.894691
1508971986450234,-0.0724416,0.663492,0.895497
1508971986471269,-0.0770621,0.661395,0.897174
1508971986488338,-0.0844671,0.657817,0.897356
1508971986510405,-0.0899564,0.653166,0.896892
1508971986531581,-0.0936546,0.647784,0.89639
1508971986548485,-0.10116,0.642063,0.896124
1508971986570536,-0.110656,0.636322,0.895033
1508971986591734,-0.123196,0.629563,0.892611
1508971986607874,-0.141328,0.620796,0.889035
1508971986630935,-0.1649,0.610389,0.884155
1508971986652133,-0.196432,0.598186,0.875177
1508971986668141,-0.235452,0.581502,0.863954
1508971986690238,-0.27341,0.56063,0.857498
1508971986711525,-0.312181,0.536378,0.857271
1508971986728418,-0.361351,0.512122,0.85823
1508971986750474,-0.419914,0.490554,0.851791
1508971986771547,-0.482549,0.470608,0.838597
1508971986787578,-0.545749,0.444857,0.814548
1508971986810632,-0.603555,0.41004,0.788623
1508971986832053,-0.655927,0.366782,0.768932
1508971986848176,-0.707709,0.313324,0.758642
1508971986870470,-0.759047,0.252322,0.751719
1508971986891903,-0.801174,0.184687,0.744557
1508971986907838,-0.829977,0.112903,0.737158
1508971986930865,-0.845807,0.0431713,0.73081
1508971986959083,-0.855623,-0.0213848,0.728712
1508971986968162,-0.865589,-0.0804324,0.723478
1508971986990215,-0.885608,-0.133582,0.713157
1508971987020478,-0.901618,-0.185908,0.699072
