timestamp,roll,pitch,yaw
1508969979941005,-0.512067,-0.972464,2.2237
1508969979962101,-0.546785,-0.938318,2.24222
1508969979977477,-0.576785,-0.897704,2.26329
1508969980001515,-0.591385,-0.853362,2.28145
1508969980022602,-0.594592,-0.808452,2.29191
1508969980037642,-0.610819,-0.7603,2.29901
1508969980090894,-0.643395,-0.710288,2.30555
1508969980100921,-0.685928,-0.660438,2.31149
1508969980105998,-0.724773,-0.609556,2.31959
1508969980122978,-0.746424,-0.554611,2.33475
1508969980143304,-0.756981,-0.493928,2.35444
1508969980157227,-0.765384,-0.428985,2.37506
1508969980181595,-0.769037,-0.361172,2.39133
1508969980227904,-0.77199,-0.290378,2.40574
1508969980228796,-0.780041,-0.214542,2.42139
1508969980241023,-0.790786,-0.138757,2.43425
1508969980263084,-0.79814,-0.0656956,2.44387
1508969980278269,-0.797806,0.00922121,2.45517
1508969980302185,-0.793283,0.0839261,2.46494
1508969980323285,-0.794185,0.156474,2.46875
1508969980338328,-0.783288,0.225114,2.47551
1508969980361597,-0.771458,0.291265,2.48491
1508969980383538,-0.765644,0.352017,2.49402
1508969980405691,-0.762949,0.407981,2.50076
1508969980421699,-0.754131,0.459677,2.5078
1508969980442894,-0.741284,0.503991,2.51532
1508969980466053,-0.735577,0.536501,2.52147
1508969980481960,-0.736128,0.559603,2.52641
1508969980503018,-0.740136,0.574984,2.529
1508969980525120,-0.743102,0.584597,2.52941
1508969980542121,-0.742482,0.589774,2.5318
1508969980564196,-0.745191,0.59047,2.53296
1508969980585304,-0.752139,0.588253,2.53034
1508969980609330,-0.756694,0.58568,2.52843
1508969980624447,-0.754213,0.58275,2.52887
1508969980645655,-0.754368,0.578931,2.52727
1508969980661627,-0.757481,0.574219,2.52528
1508969980684608,-0.759491,0.569788,2.52393
1508969980705683,-0.756996,0.566399,2.52287
1508969980721741,-0.75446,0.56385,2.52064
1508969980744802,-0.753013,0.562116,2.51891
1508969980766088,-0.753997,0.560744,2.51711
1508969980782142,-0.75312,0.560444,2.51554
1508969980804189,-0.750682,0.563126,2.51381
1508969980825443,-0.749447,0.565897,2.5118
1508969980842365,-0.748848,0.56819,2.51058
1508969980864421,-0.747732,0.568966,2.51037
1508969980885503,-0.748377,0.567543,2.50909
1508969980901515,-0.748529,0.566411,2.50704
1508969980924581,-0.748352,0.565716,2.5061
1508969980945875,-0.749898,0.564224,2.50623
1508969980961885,-0.750114,0.562492,2.50757
1508969980984945,-0.751378,0.562237,2.50764
1508969981005032,-0.75336,0.562776,2.50743
1508969981022049,-0.754974,0.563437,2.50687
1508969981044143,-0.755545,0.563394,2.50669
1508969981065318,-0.756516,0.56287,2.50617
1508969981082340,-0.756478,0.56313,2.50553
1508969981104368,-0.756313,0.563842,2.50433
1508969981125701,-0.755751,0.561604,2.50442
1508969981141601,-0.754233,0.556658,2.50426
1508969981164662,-0.753459,0.549482,2.50271
1508969981185718,-0.75253,0.541499,2.50175
1508969981209782,-0.749371,0.531901,2.50153
1508969981223816,-0.746144,0.519603,2.5015
1508969981246880,-0.743789,0.504839,2.50117
1508969981268939,-0.742572,0.488568,2.49909
1508969981283980,-0.742671,0.4704,2.49513
1508969981307038,-0.744204,0.450062,2.49
1508969981329118,-0.747462,0.429456,2.48364
1508969981352342,-0.752506,0.406548,2.47934
1508969981367383,-0.759014,0.378133,2.47591
1508969981389441,-0.767539,0.342387,2.4739
1508969981410527,-0.772516,0.303417,2.47442
1508969981426598,-0.774734,0.262371,2.47601
1508969981449601,-0.77873,0.215074,2.47887
1508969981470834,-0.786703,0.161653,2.48235
1508969981494743,-0.79558,0.109341,2.48872
1508969981509784,-0.799066,0.057023,2.49598
1508969981530863,-0.799648,0.00343772,2.50085
1508969981546858,-0.799132,-0.0491816,2.50125
1508969981569074,-0.792163,-0.100374,2.49646
1508969981590129,-0.780013,-0.150207,2.4906
1508969981607145,-0.767956,-0.197608,2.48521
1508969981629212,-0.764043,-0.246061,2.47816
1508969981650286,-0.758707,-0.293684,2.46354
1508969981666330,-0.742572,-0.337803,2.44453
1508969981689364,-0.720938,-0.378689,2.42814
1508969981710446,-0.702051,-0.41922,2.41399
1508969981726463,-0.687456,-0.459923,2.397
1508969981749524,-0.670488,-0.495096,2.3745
1508969981770579,-0.651907,-0.52306,2.3551
1508969981786625,-0.636507,-0.548758,2.34393
1508969981809684,-0.626554,-0.581458,2.33392
1508969981830741,-0.611933,-0.622211,2.31695
1508969981846783,-0.58631,-0.659872,2.29673
1508969981869849,-0.550214,-0.692861,2.28171
1508969981890905,-0.530492,-0.730786,2.2738
1508969981906071,-0.529688,-0.776441,2.26588
1508969981929160,-0.52706,-0.824453,2.2559
1508969981950337,-0.514219,-0.868607,2.24819
1508969981966234,-0.487012,-0.908402,2.23861
1508969981989291,-0.460474,-0.947745,2.22706
1508969982012353,-0.440169,-0.986398,2.21517
1508969982026390,-0.426945,-1.01997,2.20871
1508969982049449,-0.415984,-1.04249,2.20544
1508969982071717,-0.397722,-1.03728,2.19539
1508969982086690,-0.396474,-1.02225,2.19276
1508969982109727,-0.402792,-1.015,2.18887
