1,-0.08119238660683752,-0.3221696729914529,0.5405690863247865,-0.401367,0.595215,0.595215,-0.625,-0.447754,0.103027,-0.846191,-0.770996,-0.846191,1.35938,0.39502,1.35938,-0.6695059625212947,-0.9914821124361158,-0.969335604770017,-0.9829642248722317,-0.7921635434412265,-0.8739352640545145,-0.7563884156729132,-0.75809199318569,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,5.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,-128.0,-74.0,-81.0,-115.0,-128.0,-85.0,-102.0,-63.0,127.0,115.0,57.0,121.0,127.0,74.0,92.0,56.0,6.469551282051282,-25.192871794871802,-22.134111111111114,2.5625,-10.8125,-10.8125,4.1875,-2.8125,-10.0,-42.1875,-203.5,-42.1875,92.625,155.813,92.625,-0.24567273247863236,-0.03036314119658128,0.12782643003418803,-0.283752,0.177002,0.177002,-0.367188,0.328735,-0.129822,-0.36853,-0.688232,-0.36853,-0.0429688,0.338074,-0.0429688
1,-0.28351618290598296,-0.4075938290598289,0.5825737777777779,-0.483398,0.541504,0.541504,-0.810547,-0.724609,0.561523,-0.90918,-0.866699,-0.90918,1.24365,-0.0126953,1.24365,-0.5179584120982986,-0.9206049149338374,-0.7958412098298677,-1.3081285444234405,-1.4215500945179584,-0.7901701323251418,-0.2589792060491493,-0.17958412098298676,-1.0,-1.0,0.0,-1.0,-2.0,-1.0,-1.0,0.0,-3.0,1.0,4.0,0.0,-2.0,-1.0,-2.0,-2.0,-100.0,-93.0,-114.0,-125.0,-101.0,-67.0,-128.0,-128.0,109.0,106.0,88.0,127.0,125.0,65.0,127.0,126.0,5.822649572649572,-9.885696581196584,-19.266055555555557,-1.0,-4.125,-4.125,1.3125,-1.5625,-141.75,-51.5,-146.25,-51.5,96.0625,199.25,96.0625,-0.13671354076923073,0.2994061580341881,-0.5012529829059829,0.00585938,-0.435181,-0.435181,0.0525513,0.493164,-0.393921,-0.540894,-0.233887,-0.540894,0.0625,0.496765,0.0625
1,0.0703495135593221,-0.20687400881355927,0.49955302966101695,-0.257324,0.556641,0.556641,-0.849609,-0.379395,0.556641,-0.878906,-0.644531,-0.878906,1.17041,0.16748,1.17041,-0.617693522906793,-0.8925750394944708,-0.9146919431279621,-0.9620853080568721,-0.8925750394944708,-0.7946287519747235,-0.7266982622432859,-0.8041074249605056,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,-122.0,-83.0,-80.0,-128.0,-109.0,-80.0,-113.0,-80.0,127.0,92.0,111.0,102.0,91.0,68.0,117.0,62.0,-1.170021186440678,-29.204500000000007,-21.614944915254238,-1.875,-10.6875,-10.6875,-2.25,-12.5625,-5.8125,-31.9375,-218.438,-31.9375,27.0,235.375,27.0,-0.18542893983050857,-0.0966295364406779,0.0842140611016949,-0.235474,0.153809,0.153809,-0.27655,0.396057,-0.115601,-0.277161,-0.680115,-0.277161,-0.0577393,0.406982,-0.0577393
1,0.18502077418604654,-0.18920709955813955,0.49476515038759683,-0.0229492,0.69873,0.69873,-0.646973,-0.36084,-0.0170898,-0.745117,-0.614258,-0.745117,1.34814,0.269043,1.34814,-0.6436781609195402,-0.9819376026272578,-0.8357963875205254,-1.1527093596059113,-1.0361247947454844,-0.7701149425287356,-0.722495894909688,-0.7832512315270936,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-2.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-91.0,-76.0,-90.0,-128.0,-107.0,-39.0,-114.0,-102.0,121.0,95.0,91.0,111.0,105.0,63.0,97.0,70.0,5.068806201550387,-24.9603023255814,-21.249062015503878,-2.0,-3.9375,-3.9375,-2.0,-10.875,-5.0,-57.5625,-227.188,-57.5625,131.75,217.063,131.75,-0.15409390422480615,-0.17825152255813956,0.03493247820930232,-0.22168,0.116699,0.116699,-0.246094,-0.710388,-0.125,-0.262451,-0.710388,-0.262451,0.00531006,0.301025,0.00531006
1,-0.21591512805755422,-0.14632453352517982,0.7338358489208627,-0.584961,0.663086,0.663086,-0.787598,-0.15625,0.655762,-1.06104,-0.641113,-1.06104,1.73145,0.378418,1.73145,0.12633305988515175,-0.782608695652174,-0.8318293683347006,-0.8195242001640689,-0.8974569319114027,-0.7169811320754716,-0.7506152584085316,-0.6349466776045939,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-128.0,-113.0,-128.0,-128.0,-128.0,-104.0,-91.0,-96.0,127.0,127.0,127.0,127.0,102.0,127.0,116.0,127.0,4.2428057553956835,-2.414334532374099,1.670625899280575,0.0,-0.875,-0.875,-0.625,-0.5,-0.75,-85.6875,-371.125,-85.6875,95.25,242.813,95.25,0.03289490143884887,0.15745865564028777,-0.7495929820143884,0.263,-0.718323,-0.718323,0.270752,0.326172,-0.700928,-0.523193,-0.177673,-0.523193,0.312256,0.326477,0.312256
1,-0.01764940615384628,-0.27269004969230753,0.5298602946153843,-0.345703,0.597656,0.597656,-0.785156,-0.314941,0.50293,-0.837402,-0.747559,-0.837402,1.21729,0.34082,1.21729,-0.49293563579277866,-0.6530612244897959,-0.9010989010989011,-1.0078492935635792,-1.0345368916797488,-0.880690737833595,-0.5525902668759811,-0.7723704866562009,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-3.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-116.0,-116.0,-93.0,-88.0,-96.0,-90.0,-125.0,-98.0,127.0,100.0,95.0,104.0,88.0,92.0,115.0,80.0,0.6947038461538463,-20.090403846153848,-19.016396153846152,0.5625,-11.6875,-11.6875,4.125,-0.875,-4.9375,-137.188,-206.75,-137.188,82.75,176.188,82.75,-0.22412530839694653,-0.06501639748091603,0.08085807496183203,-0.258057,0.156799,0.156799,-0.282288,-0.669128,0.23999,-0.301697,-0.669128,-0.301697,-0.0819702,0.382507,-0.0819702
1,-0.3178377613636361,-0.4876042954545454,0.6608942954545455,-0.479492,0.649414,0.649414,-0.719238,-0.409668,0.601563,-0.758301,-0.932617,-0.758301,1.19971,-0.275391,1.19971,0.24421052631578946,-0.88,-0.8378947368421052,-1.3747368421052633,-1.4505263157894737,-0.8063157894736842,-0.8505263157894737,-0.7978947368421052,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-2.0,1.0,-4.0,-2.0,0.0,0.0,-128.0,-96.0,-98.0,-128.0,-109.0,-53.0,-86.0,-77.0,124.0,110.0,77.0,127.0,111.0,60.0,94.0,70.0,-6.425431818181818,-15.99148863636364,-32.41409659090909,-7.5625,-1.125,-1.125,-12.3125,-5.4375,-195.25,-109.625,-178.438,-109.625,84.625,177.813,84.625,-0.16959450909090906,0.3013603996931819,-0.4155924886363636,-0.0740967,-0.361816,-0.361816,-0.522156,0.438721,-0.349731,-0.522949,-0.242554,-0.522949,-0.0187378,0.438843,-0.0187378
1,0.05236706389380543,-0.2606168840707965,0.5372131016814159,-0.272949,0.657227,0.657227,-0.683105,-0.386719,0.0307617,-0.766602,-0.599609,-0.766602,1.34863,0.305176,1.34863,-0.7577235772357723,-0.8601626016260162,-0.8130081300813008,-1.2861788617886178,-1.1869918699186992,-0.8926829268292683,-0.05853658536585366,-0.4975609756097561,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-2.0,-1.0,-1.0,-1.0,0.0,-104.0,-113.0,-93.0,-101.0,-128.0,-82.0,-128.0,-128.0,94.0,96.0,101.0,111.0,109.0,66.0,127.0,99.0,2.991699115044248,-27.907632743362832,-20.488955752212387,0.8125,-5.4375,-5.4375,-1.0,-1.875,-4.6875,-132.375,-238.875,-132.375,97.875,235.625,97.875,-0.18602541741592907,-0.09706315212389383,0.07248761761061952,-0.231323,0.134521,0.134521,-0.275024,0.299316,-0.0895386,-0.308411,-0.690613,-0.308411,0.00604248,0.315186,0.00604248
1,0.14861420692307695,-0.23238060646923078,0.5079477164615384,-0.148438,0.641602,0.641602,-0.75,-0.459473,0.119141,-0.767578,-1.09229,-0.767578,1.31592,0.299316,1.31592,-0.5168539325842697,-0.8443017656500803,-0.8972712680577849,-1.117174959871589,-1.0690208667736758,-0.7110754414125201,-0.6436597110754414,-0.7351524879614767,-1.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-2.0,1.0,0.0,-1.0,-1.0,-1.0,-2.0,-1.0,-128.0,-84.0,-83.0,-128.0,-107.0,-73.0,-128.0,-98.0,127.0,85.0,89.0,116.0,98.0,74.0,127.0,96.0,1.7841423076923075,-27.838003846153846,-16.221173076923076,-1.1875,-2.25,-2.25,-1.375,-0.875,-1.3125,-120.75,-240.0,-120.75,242.938,247.438,242.938,-0.1669785481538461,-0.15110285100000007,0.08779486646153843,-0.234985,0.130249,0.130249,-0.281189,-0.677979,-0.0810547,-0.287964,-0.677979,-0.287964,-0.0078125,0.316101,-0.0078125
1,0.09891295518518518,-0.22167970472222218,0.5395553392592591,-0.159668,0.637695,0.637695,-0.758301,-0.485352,0.631348,-0.825684,-0.618652,-0.825684,1.34375,0.378418,1.34375,-0.018789144050104383,-0.8580375782881002,-0.8538622129436325,-1.4008350730688934,-1.1524008350730688,-0.7703549060542797,-0.5866388308977035,-0.7348643006263048,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-2.0,0.0,-1.0,-1.0,-128.0,-97.0,-97.0,-128.0,-95.0,-61.0,-113.0,-118.0,127.0,121.0,93.0,103.0,117.0,74.0,113.0,76.0,0.9670138888888888,-22.280685185185188,-18.652805555555556,0.6875,-8.875,-8.875,-30.1875,-14.375,-24.4375,-54.875,-267.5,-54.875,65.9375,296.875,65.9375,-0.1732290490740741,-0.12508084342592585,0.08006907352777777,-0.213562,0.141418,0.141418,-0.275146,0.329712,-0.13678,-0.28949,-0.692139,-0.28949,-0.0165405,0.333557,-0.0165405
